,release_date,release_year,title,genre,prod_method,creative_type,budget,dom_gross,int_gross,world_gross,release_month
721,2017-07-14,2017,War for the Planet of the Apes,Action,Animation/Live Action,Science Fiction,152000000,146880162,342712105,489592267,July
722,2017-01-20,2017,Split,Horror,Live Action,Contemporary Fiction,5000000,138141585,140823221,278964806,January
723,2017-11-17,2017,Wonder,Drama,Live Action,Dramatization,20000000,132422809,180332406,312755215,November
724,2017-06-21,2017,Transformers: The Last Knight,Action,Animation/Live Action,Science Fiction,217000000,130168683,472724657,602893340,June
725,2017-07-21,2017,Girls Trip,Comedy,Live Action,Contemporary Fiction,28000000,115108515,25777838,140886353,July
726,2017-02-10,2017,Fifty Shades Darker,Drama,Live Action,Contemporary Fiction,55000000,114434010,266933036,381367046,February
727,2017-06-28,2017,Baby Driver,Thriller/Suspense,Live Action,Contemporary Fiction,34000000,107825862,120278323,228104185,June
728,2017-12-22,2017,Pitch Perfect 3,Comedy,Live Action,Contemporary Fiction,45000000,104897530,80838882,185736412,December
729,2017-11-10,2017,Daddyâs Home 2,Comedy,Live Action,Contemporary Fiction,70000000,104029443,71777740,175807183,November
730,2017-11-10,2017,Murder on the Orient Express,Drama,Live Action,Historical Fiction,55000000,102826543,248940604,351767147,November
731,2017-08-11,2017,Annabelle: Creation,Horror,Live Action,Contemporary Fiction,15000000,102092201,203292664,305384865,August
732,2017-09-22,2017,Kingsman: The Golden Circle,Action,Live Action,Contemporary Fiction,104000000,100234838,308568858,408803696,September
733,2017-10-06,2017,Blade Runner 2049,Thriller/Suspense,Live Action,Science Fiction,185000000,92054159,166420574,258474733,October
734,2017-02-10,2017,John Wick: Chapter Two,Action,Live Action,Contemporary Fiction,40000000,92029184,79288087,171317271,February
735,2017-07-28,2017,The Emoji Movie,Adventure,Digital Animation,Kids Fiction,50000000,86089513,130475327,216564840,July
736,2017-03-24,2017,Power Rangers,Action,Animation/Live Action,Kids Fiction,120000000,85364450,57167102,142531552,March
737,2017-12-15,2017,Ferdinand,Adventure,Digital Animation,Kids Fiction,111000000,84410380,205428533,289838913,December
738,2017-12-22,2017,The Post,Drama,Live Action,Dramatization,50000000,81903458,97865999,179769457,December
739,2017-06-09,2017,The Mummy,Adventure,Live Action,Historical Fiction,195000000,80101125,329852780,409953905,June
740,2017-08-18,2017,The Hitmanâs Bodyguard,Action,Live Action,Contemporary Fiction,30000000,75468583,97310084,172778667,August
741,2017-05-19,2017,Alien: Covenant,Horror,Live Action,Science Fiction,97000000,74262031,164259216,238521247,May
742,2017-06-02,2017,Captain Underpants: The First Epic Movie,Adventure,Digital Animation,Kids Fiction,38000000,73921000,52656874,126577874,June
743,2017-11-01,2017,A Bad Moms Christmas,Comedy,Live Action,Contemporary Fiction,28000000,72110659,55599891,127710550,November
744,2017-01-27,2017,A Dogâs Purpose,Drama,Live Action,Contemporary Fiction,25000000,64321890,138733537,203055427,January
745,2017-12-01,2017,The Shape of Water,Drama,Live Action,Historical Fiction,19500000,63859435,131931359,195790794,December
746,2017-09-22,2017,The Lego Ninjago Movie,Adventure,Digital Animation,Kids Fiction,70000000,59281555,63455646,122737201,September
747,2017-05-25,2017,Baywatch,Comedy,Live Action,Contemporary Fiction,60000000,58060186,117803597,175863783,May
748,2017-03-03,2017,The Shack,Drama,Live Action,Contemporary Fiction,20000000,57386418,39522040,96908458,March
749,2017-11-22,2017,Darkest Hour,Drama,Live Action,Dramatization,30000000,56443120,94388966,150832086,November
750,2017-10-13,2017,Happy Death Day,Horror,Live Action,Contemporary Fiction,5000000,55683845,69326415,125010260,October
751,2017-11-10,2017,"Three Billboards Outside Ebbing, Miss…",Black Comedy,Live Action,Contemporary Fiction,12000000,54513740,106966302,161480042,November
752,2017-07-28,2017,Atomic Blonde,Thriller/Suspense,Live Action,Historical Fiction,30000000,51573925,46771498,98345423,July
753,2017-09-29,2017,American Made,Thriller/Suspense,Live Action,Dramatization,50000000,51342000,84227212,135569212,September
754,2017-08-04,2017,The Dark Tower,Western,Live Action,Science Fiction,60000000,50701325,62760202,113461527,August
755,2017-11-03,2017,Lady Bird,Drama,Live Action,Contemporary Fiction,10000000,48958273,29986725,78944998,November
756,2017-10-20,2017,Tyler Perryâs Boo 2! A Madea Halloween,Comedy,Live Action,Contemporary Fiction,20000000,47319572,560000,47879572,October
757,2017-05-12,2017,Snatched,Comedy,Live Action,Contemporary Fiction,42000000,45852178,11999999,57852177,May
758,2017-02-17,2017,The Great Wall,Action,Live Action,Historical Fiction,150000000,45157105,289329747,334486852,February
759,2017-04-07,2017,Smurfs: The Lost Village,Adventure,Digital Animation,Kids Fiction,60000000,45020282,152558304,197578586,April
760,2017-04-07,2017,Going in Style,Comedy,Live Action,Contemporary Fiction,24000000,45018541,35793883,80812424,April
761,2017-06-16,2017,All Eyez on Me,Drama,Live Action,Dramatization,45000000,44922302,12775124,57697426,June
762,2017-01-20,2017,xXx: Return of Xander Cage,Action,Live Action,Contemporary Fiction,85000000,44898413,300134946,345033359,January
763,2017-06-16,2017,47 Meters Down,Horror,Live Action,Contemporary Fiction,5300000,44307193,18326512,62633705,June
764,2017-06-23,2017,The Big Sick,Romantic Comedy,Live Action,Dramatization,5000000,42872467,13996210,56868677,June
765,2017-11-17,2017,The Star,Adventure,Digital Animation,Kids Fiction,20000000,40847995,21910015,62758010,November
766,2017-03-31,2017,Ghost in the Shell,Action,Live Action,Science Fiction,110000000,40563557,127347133,167910690,March
767,2017-07-21,2017,Valerian and the City of a Thousand P…,Adventure,Animation/Live Action,Science Fiction,180000000,40479370,174618986,215098356,July
768,2017-05-12,2017,King Arthur: Legend of the Sword,Adventure,Live Action,Fantasy,175000000,39175066,100455270,139630336,May
769,2017-10-27,2017,Jigsaw,Horror,Live Action,Contemporary Fiction,10000000,38052832,66170483,104223315,October
770,2017-09-15,2017,American Assassin,Thriller/Suspense,Live Action,Contemporary Fiction,63000000,36249674,32060466,68310140,September
771,2017-10-13,2017,The Foreigner,Action,Live Action,Contemporary Fiction,35000000,34393507,106389853,140783360,October
772,2017-05-19,2017,"Everything, Everything",Drama,Live Action,Contemporary Fiction,10000000,34121140,27481996,61603136,May
773,2017-08-04,2017,Wind River,Thriller/Suspense,Live Action,Contemporary Fiction,11000000,33800859,11197393,44998252,August
774,2017-10-20,2017,Geostorm,Action,Live Action,Science Fiction,100000000,33700160,187095849,220796009,October
775,2017-01-13,2017,Monster Trucks,Adventure,Animation/Live Action,Science Fiction,125000000,33370166,28272632,61642798,January
776,2017-02-17,2017,Fist Fight,Comedy,Live Action,Contemporary Fiction,25000000,32187017,8099399,40286416,February
777,2017-04-28,2017,How to Be a Latin Lover,Comedy,Live Action,Contemporary Fiction,10000000,32149404,30406824,62556228,April
778,2017-08-04,2017,Kidnap,Thriller/Suspense,Live Action,Contemporary Fiction,21000000,30718107,4117973,34836080,August
779,2017-01-06,2017,Underworld: Blood Wars,Action,Live Action,Fantasy,35000000,30353973,50855249,81209222,January
780,2017-10-06,2017,The Mountain Between Us,Thriller/Suspense,Live Action,Contemporary Fiction,0,30348555,32268992,62617547,October
781,2017-03-24,2017,Life,Thriller/Suspense,Live Action,Science Fiction,58000000,30234022,70695644,100929666,March
782,2017-12-08,2017,"I, Tonya",Black Comedy,Live Action,Dramatization,11000000,30014534,23782875,53797409,December
783,2017-12-22,2017,Hostiles,Western,Live Action,Historical Fiction,50000000,29819114,5662827,35481941,December
784,2017-12-25,2017,Mollyâs Game,Drama,Live Action,Dramatization,30000000,28780744,24515680,53296424,December
785,2017-08-11,2017,The Nut Job 2: Nutty by Nature,Adventure,Digital Animation,Kids Fiction,40000000,28370522,29067867,57438389,August
786,2017-02-03,2017,Rings,Horror,Live Action,Contemporary Fiction,25000000,27793018,55124265,82917283,February
787,2017-08-18,2017,Logan Lucky,Comedy,Live Action,Contemporary Fiction,29000000,27778642,16485629,44264271,August
788,2017-09-08,2017,Home Again,Romantic Comedy,Live Action,Contemporary Fiction,15000000,27020284,10316590,37336874,September
789,2017-01-27,2017,Resident Evil: The Final Chapter,Horror,Live Action,Science Fiction,40000000,26844692,287256498,314101190,January
790,2017-06-30,2017,The House,Comedy,Live Action,Contemporary Fiction,40000000,25584504,5607921,31192425,June
791,2017-12-25,2017,All the Money in the World,Thriller/Suspense,Live Action,Dramatization,50000000,25106325,31784324,56890649,December
792,2017-04-07,2017,Gifted,Drama,Live Action,Contemporary Fiction,7000000,24801212,12163444,36964656,April
793,2017-12-22,2017,Downsizing,Comedy,Live Action,Science Fiction,68000000,24449754,30013217,54462971,December
794,2017-01-13,2017,The Bye Bye Man,Thriller/Suspense,Live Action,Contemporary Fiction,7400000,22395806,8791921,31187727,January
795,2017-09-22,2017,Victoria and Abdul,Drama,Live Action,Dramatization,21000000,22245070,46026076,68271146,September
796,2017-06-16,2017,Rough Night,Black Comedy,Live Action,Contemporary Fiction,20000000,22105643,24738714,46844357,June
797,2017-10-06,2017,My Little Pony: The Movie,Adventure,Digital Animation,Kids Fiction,6500000,21885107,39409537,61294644,October
798,2017-08-25,2017,Ballerina,Adventure,Digital Animation,Kids Fiction,30000000,21858070,75032724,96890794,August
799,2017-12-25,2017,Phantom Thread,Drama,Live Action,Historical Fiction,35000000,21198205,26698516,47896721,December
800,2018-02-16,2018,Black Panther,Action,Live Action,Super Hero,200000000,700059566,639674336,1339733902,February
801,2018-04-27,2018,Avengers: Infinity War,Action,Animation/Live Action,Super Hero,300000000,678815482,1365725041,2044540523,April
802,2018-06-15,2018,Incredibles 2,Adventure,Digital Animation,Kids Fiction,200000000,608581744,634223615,1242805359,June
803,2018-06-22,2018,Jurassic World: Fallen Kingdom,Action,Live Action,Science Fiction,170000000,417719760,890614245,1308334005,June
804,2018-12-21,2018,Aquaman,Action,Animation/Live Action,Super Hero,160000000,335061807,808904713,1143966520,December
805,2018-05-18,2018,Deadpool 2,Action,Animation/Live Action,Super Hero,110000000,324591735,462088822,786680557,May
806,2018-11-09,2018,Dr. Seussâ The Grinch,Adventure,Digital Animation,Kids Fiction,75000000,270620950,241048559,511669509,November
807,2018-07-27,2018,Mission: ImpossibleâFallout,Action,Live Action,Contemporary Fiction,178000000,220159104,567017625,787176729,July
808,2018-07-06,2018,Ant-Man and the Wasp,Action,Animation/Live Action,Super Hero,130000000,216648740,406495920,623144660,July
809,2018-11-02,2018,Bohemian Rhapsody,Drama,Live Action,Dramatization,55000000,216303339,679406902,895710241,November
810,2018-10-05,2018,A Star is Born,Drama,Live Action,Contemporary Fiction,36000000,215288866,217126144,432415010,October
811,2018-05-25,2018,Solo: A Star Wars Story,Adventure,Animation/Live Action,Science Fiction,275000000,213767512,179383835,393151347,May
812,2018-10-05,2018,Venom,Action,Animation/Live Action,Super Hero,116000000,213511408,640117197,853628605,October
813,2018-11-21,2018,Ralph Breaks The Internet,Adventure,Digital Animation,Kids Fiction,175000000,201091711,328199119,529290830,November
814,2018-12-14,2018,Spider-Man: Into The Spider-Verse 3D,Adventure,Digital Animation,Super Hero,90000000,190173195,184867219,375040414,December
815,2018-04-06,2018,A Quiet Place,Horror,Live Action,Contemporary Fiction,17000000,188024361,147180870,335205231,April
816,2018-08-15,2018,Crazy Rich Asians,Romantic Comedy,Live Action,Contemporary Fiction,30000000,174532921,63566790,238099711,August
817,2018-12-19,2018,Mary Poppins Returns,Musical,Animation/Live Action,Kids Fiction,130000000,171958438,177146481,349104919,December
818,2018-07-13,2018,Hotel Transylvania 3: Summer Vacation,Adventure,Digital Animation,Kids Fiction,65000000,167500092,359603103,527103195,July
819,2018-11-16,2018,Fantastic Beasts: The Crimes of Grind…,Adventure,Animation/Live Action,Fantasy,200000000,159555901,491724574,651280475,November
820,2018-10-19,2018,Halloween,Horror,Live Action,Contemporary Fiction,10000000,159347015,96143163,255490178,October
821,2018-08-10,2018,The Meg,Action,Live Action,Science Fiction,178000000,145443742,381926973,527370715,August
822,2018-06-08,2018,Oceanâs 8,Action,Live Action,Contemporary Fiction,70000000,140218711,157500000,297718711,June
823,2018-03-29,2018,Ready Player One,Adventure,Animation/Live Action,Science Fiction,150000000,137690172,441365481,579055653,March
824,2018-12-21,2018,Bumblebee,Adventure,Animation/Live Action,Science Fiction,102000000,127195589,338000000,465195589,December
825,2018-07-20,2018,Mamma Mia: Here We Go Again!,Musical,Live Action,Contemporary Fiction,75000000,120634935,272244726,392879661,July
826,2018-09-07,2018,The Nun,Horror,Live Action,Contemporary Fiction,22000000,117450119,245941528,363391647,September
827,2018-11-21,2018,Creed II,Drama,Live Action,Contemporary Fiction,50000000,115715889,97875633,213591522,November
828,2018-02-09,2018,Peter Rabbit,Adventure,Animation/Live Action,Kids Fiction,50000000,115234093,229921347,345155440,February
829,2018-12-14,2018,The Mule,Drama,Live Action,Dramatization,50000000,103804407,69867011,173671418,December
830,2018-07-20,2018,The Equalizer 2,Action,Live Action,Contemporary Fiction,77000000,102084362,88291819,190376181,July
831,2018-04-13,2018,Rampage,Action,Live Action,Science Fiction,120000000,101028233,326918984,427947217,April
832,2018-03-09,2018,A Wrinkle in Time,Adventure,Live Action,Fantasy,103000000,100478608,32923274,133401882,March
833,2018-02-09,2018,Fifty Shades Freed,Drama,Live Action,Contemporary Fiction,55000000,100407760,271577258,371985018,February
834,2018-08-03,2018,Christopher Robin,Adventure,Animation/Live Action,Kids Fiction,75000000,99215042,98289716,197504758,August
835,2018-11-16,2018,Green Book,Comedy,Live Action,Dramatization,23000000,85080171,234949217,320029388,November
836,2018-03-16,2018,I Can Only Imagine,Drama,Live Action,Dramatization,7000000,83482352,2301215,85783567,March
837,2018-09-28,2018,Smallfoot,Adventure,Digital Animation,Kids Fiction,80000000,83240103,130441970,213682073,September
838,2018-09-28,2018,Night School,Comedy,Live Action,Contemporary Fiction,29000000,77339130,25774316,103113446,September
839,2018-07-04,2018,The First Purge,Horror,Live Action,Contemporary Fiction,13000000,69488745,67565852,137054597,July
840,2018-02-23,2018,Game Night,Comedy,Live Action,Contemporary Fiction,37000000,69179066,48199018,117378084,February
841,2018-05-18,2018,Book Club,Comedy,Live Action,Contemporary Fiction,10000000,68566296,22762167,91328463,May
842,2018-09-21,2018,The House with a Clock in its Walls,Comedy,Live Action,Historical Fiction,40000000,68549695,62907452,131457147,September
843,2018-07-13,2018,Skyscraper,Action,Live Action,Contemporary Fiction,125000000,68420120,236448841,304868961,July
844,2018-01-05,2018,Insidious: The Last Key,Horror,Live Action,Contemporary Fiction,10000000,67745330,105066641,172811971,January
845,2018-11-16,2018,Instant Family,Comedy,Live Action,Contemporary Fiction,48000000,67363237,52372951,119736188,November
846,2018-04-06,2018,Blockers,Comedy,Live Action,Contemporary Fiction,21000000,60311495,34212286,94523781,April
847,2018-03-23,2018,Pacific Rim: Uprising,Action,Live Action,Science Fiction,155000000,59874525,231055623,290930148,March
848,2018-03-16,2018,Tomb Raider,Action,Live Action,Contemporary Fiction,90000000,58250803,215226698,273477501,March
849,2018-01-26,2018,Maze Runner: The Death Cure,Thriller/Suspense,Live Action,Science Fiction,61000000,58032443,207846093,265878536,January
850,2018-11-02,2018,The Nutcracker and the Four Realms,Adventure,Live Action,Fantasy,132900000,54858851,115165449,170024300,November
851,2018-06-15,2018,Tag,Comedy,Live Action,Contemporary Fiction,28000000,54730625,22294319,77024944,June
852,2018-09-14,2018,A Simple Favor,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,53548586,44080131,97628717,September
853,2018-05-11,2018,Life of the Party,Comedy,Live Action,Contemporary Fiction,30000000,53059911,12800000,65859911,May
854,2018-09-14,2018,The Predator,Action,Live Action,Science Fiction,88000000,51024708,108462855,159487563,September
855,2018-05-04,2018,Overboard,Romantic Comedy,Live Action,Contemporary Fiction,12000000,50316123,40928790,91244913,May
856,2018-06-29,2018,Sicario: Day of the Soldado,Action,Live Action,Contemporary Fiction,35000000,50065850,25819346,75885196,June
857,2018-08-10,2018,BlacKkKlansman,Thriller/Suspense,Live Action,Dramatization,15000000,49275340,44136086,93411426,August
858,2018-04-20,2018,I Feel Pretty,Comedy,Live Action,Contemporary Fiction,32000000,48795601,42648494,91444095,April
859,2018-12-25,2018,Vice,Black Comedy,Live Action,Dramatization,60000000,47836282,23057500,70893782,December
860,2018-03-02,2018,Red Sparrow,Thriller/Suspense,Live Action,Contemporary Fiction,69000000,46874505,99077356,145951861,March
861,2018-05-11,2018,Breaking In,Thriller/Suspense,Live Action,Contemporary Fiction,6000000,46840590,4644792,51485382,May
862,2018-10-12,2018,Goosebumps 2: Haunted Halloween,Horror,Animation/Live Action,Kids Fiction,35000000,46697321,46594157,93291478,October
863,2018-01-19,2018,12 Strong,Drama,Live Action,Historical Fiction,35000000,45819713,25298665,71118378,January
864,2018-01-19,2018,Den of Thieves,Action,Live Action,Contemporary Fiction,30000000,44947622,35199544,80147166,January
865,2018-10-12,2018,First Man,Drama,Live Action,Dramatization,60000000,44936545,60766780,105703325,October
866,2018-06-08,2018,Hereditary,Horror,Live Action,Contemporary Fiction,10000000,44069456,37194033,81263489,June
867,2018-03-30,2018,Acrimony,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,43549096,3078740,46627836,March
868,2018-03-23,2018,Sherlock Gnomes,Adventure,Digital Animation,Kids Fiction,59000000,43242871,44284780,87527651,March
869,2018-06-29,2018,Uncle Drew,Comedy,Live Action,Contemporary Fiction,18000000,42469946,4124315,46594261,June
870,2018-11-16,2018,Widows,Thriller/Suspense,Live Action,Contemporary Fiction,40000000,42402632,31463456,73866088,November
871,2018-04-13,2018,Truth or Dare,Thriller/Suspense,Live Action,Contemporary Fiction,3500000,41411015,53881729,95292744,April
872,2018-01-12,2018,Paddington 2,Adventure,Animation/Live Action,Kids Fiction,0,40891591,152576163,193467754,January
873,2018-03-16,2018,"Love, Simon",Drama,Live Action,Contemporary Fiction,10000000,40826341,24694292,65520633,March
874,2018-12-21,2018,Second Act,Comedy,Live Action,Contemporary Fiction,15700000,39282227,24006627,63288854,December
875,2018-01-12,2018,The Commuter,Action,Live Action,Contemporary Fiction,40000000,36343858,82165978,118509836,January
876,2018-02-09,2018,The 15:17 to Paris,Drama,Live Action,Dramatization,30000000,36276286,19819914,56096200,February
877,2018-08-17,2018,Mile 22,Action,Live Action,Contemporary Fiction,35000000,36108758,30186363,66295121,August
878,2018-08-17,2018,Alpha,Adventure,Live Action,Historical Fiction,51000000,35851379,63773494,99624873,August
879,2018-09-07,2018,Peppermint,Action,Live Action,Contemporary Fiction,25000000,35418723,16382035,51800758,September
880,2018-11-23,2018,The Favourite,Black Comedy,Live Action,Dramatization,15000000,34366783,61505365,95872148,November
881,2018-03-02,2018,Death Wish,Action,Live Action,Contemporary Fiction,30000000,34017028,14558937,48575965,March
882,2018-08-03,2018,The Spy Who Dumped Me,Comedy,Live Action,Contemporary Fiction,40000000,33562069,43547888,77109957,August
883,2018-02-23,2018,Annihilation,Thriller/Suspense,Live Action,Science Fiction,55000000,32732301,10338614,43070915,February
884,2018-03-23,2018,Isle of Dogs,Comedy,Stop-Motion Animation,Kids Fiction,0,32015231,26646413,58661644,March
885,2018-11-02,2018,Nobodyâs Fool,Drama,Live Action,Contemporary Fiction,19000000,31713110,876383,32589493,November
886,2018-06-01,2018,Adrift,Drama,Live Action,Dramatization,35000000,31445011,26452180,57897191,June
887,2018-11-21,2018,Robin Hood,Action,Live Action,Historical Fiction,99000000,30824628,54385384,85210012,November
888,2018-04-20,2018,Super Troopers 2,Comedy,Live Action,Contemporary Fiction,13500000,30617396,958239,31575635,April
889,2018-12-25,2018,Holmes & Watson,Comedy,Live Action,Historical Fiction,42000000,30568743,11357862,41926605,December
890,2018-08-10,2018,Slender Man,Horror,Live Action,Contemporary Fiction,10000000,30564825,21381124,51945949,August
891,2018-07-27,2018,Teen Titans Go! To The Movies,Adventure,Digital Animation,Kids Fiction,10000000,29790236,21830357,51620593,July
892,2018-10-05,2018,The Hate U Give,Drama,Live Action,Contemporary Fiction,23000000,29719483,5348182,35067665,October
893,2018-08-24,2018,Searching,Thriller/Suspense,Live Action,Contemporary Fiction,880000,26015149,50075464,76090613,August
894,2018-02-02,2018,Winchester,Horror,Live Action,Dramatization,3500000,25091816,20868439,45960255,February
895,2018-12-25,2018,On the Basis of Sex,Drama,Live Action,Dramatization,20000000,24704837,14178607,38883444,December
896,2018-03-09,2018,The Strangers: Prey at Night,Horror,Live Action,Dramatization,5000000,24431472,7712790,32144262,March
897,2018-09-14,2018,White Boy Rick,Drama,Live Action,Dramatization,30000000,24004833,1943150,25947983,September
898,2018-06-08,2018,Wonât You Be My Neighbor?,Documentary,Live Action,Factual,0,22835787,11851,22847638,June
899,2018-11-09,2018,Overlord,Action,Live Action,Historical Fiction,38000000,21704844,17473345,39178189,November
900,2019-04-26,2019,Avengers: Endgame,Action,Animation/Live Action,Super Hero,400000000,858373000,1939427564,2797800564,April
901,2019-07-19,2019,The Lion King,Adventure,Animation/Live Action,Kids Fiction,260000000,543638043,1112503536,1656141579,July
902,2019-12-20,2019,Star Wars: The Rise of Skywalker,Adventure,Animation/Live Action,Science Fiction,275000000,515202542,557741680,1072944222,December
903,2019-11-22,2019,Frozen II,Adventure,Digital Animation,Kids Fiction,150000000,477373578,969892165,1447265743,November
904,2019-06-21,2019,Toy Story 4,Adventure,Digital Animation,Kids Fiction,200000000,434038008,639356805,1073394813,June
905,2019-03-08,2019,Captain Marvel,Action,Animation/Live Action,Super Hero,175000000,426829839,702900000,1129729839,March
906,2019-07-02,2019,Spider-Man: Far From Home,Action,Live Action,Super Hero,160000000,390532085,739418016,1129950101,July
907,2019-05-24,2019,Aladdin,Adventure,Animation/Live Action,Fantasy,182000000,355559216,691416598,1046975814,May
908,2019-10-04,2019,Joker,Thriller/Suspense,Live Action,Contemporary Fiction,55000000,335451311,737105360,1072556671,October
909,2019-12-13,2019,Jumanji: The Next Level,Adventure,Live Action,Science Fiction,125000000,316831246,480832585,797663831,December
910,2019-09-06,2019,It: Chapter Two,Horror,Live Action,Contemporary Fiction,70000000,211593228,257973578,469566806,September
911,2019-03-22,2019,Us,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,175084580,81084499,256169079,March
912,2019-08-02,2019,Fast & Furious Presents: Hobbs & Shaw,Action,Live Action,Contemporary Fiction,200000000,173956935,585808188,759765123,August
913,2019-05-17,2019,John Wick: Chapter 3 â Parabellum,Action,Live Action,Contemporary Fiction,40000000,171016727,154770095,325786822,May
914,2019-11-27,2019,Knives Out,Drama,Live Action,Contemporary Fiction,40000000,165364060,145434557,310798617,November
915,2019-02-22,2019,How to Train Your Dragon: The Hidden …,Adventure,Digital Animation,Kids Fiction,129000000,160799505,361340331,522139836,February
916,2019-12-25,2019,1917,Thriller/Suspense,Live Action,Historical Fiction,100000000,159227644,207444414,366672058,December
917,2019-06-07,2019,The Secret Life of Pets 2,Adventure,Digital Animation,Kids Fiction,80000000,158874395,275577011,434451406,June
918,2019-05-10,2019,PokÃ©mon: Detective Pikachu,Adventure,Animation/Live Action,Kids Fiction,150000000,144105346,288037390,432142736,May
919,2019-07-26,2019,Once Upon a Timeâ¦in Hollywood,Thriller/Suspense,Live Action,Dramatization,90000000,142502728,233655668,376158396,July
920,2019-04-05,2019,Shazam!,Action,Live Action,Super Hero,85000000,140371656,223292877,363664533,April
921,2019-11-15,2019,Ford v. Ferrari,Drama,Live Action,Dramatization,97600000,117624357,106827345,224451702,November
922,2019-03-29,2019,Dumbo,Adventure,Animation/Live Action,Kids Fiction,170000000,114766307,238400000,353166307,March
923,2019-10-18,2019,Maleficent: Mistress of Evil,Adventure,Live Action,Fantasy,185000000,113929605,375416890,489346495,October
924,2019-01-18,2019,Glass,Thriller/Suspense,Live Action,Contemporary Fiction,20000000,111048468,135950571,246999039,January
925,2019-05-31,2019,Godzilla: King of the Monsters,Action,Live Action,Science Fiction,170000000,110500138,272799777,383299915,May
926,2019-01-11,2019,The Upside,Comedy,Live Action,Dramatization,37500000,108235497,17582943,125818440,January
927,2019-12-25,2019,Little Women,Drama,Live Action,Historical Fiction,42000000,108095955,108793802,216889757,December
928,2019-02-08,2019,The LEGO Movie 2: The Second Part,Adventure,Digital Animation,Kids Fiction,99000000,105806508,84324528,190131036,February
929,2019-09-13,2019,Hustlers,Drama,Live Action,Dramatization,20700000,104963598,45509115,150472713,September
930,2019-10-11,2019,The Addams Family,Adventure,Digital Animation,Kids Fiction,24000000,97185807,102747294,199933101,October
931,2019-09-20,2019,Downton Abbey,Drama,Live Action,Historical Fiction,0,96853865,97197437,194051302,September
932,2019-05-31,2019,Rocketman,Drama,Live Action,Dramatization,41000000,96368160,95768860,192137020,May
933,2019-02-14,2019,Alita: Battle Angel,Action,Animation/Live Action,Science Fiction,170000000,85710210,316069529,401779739,February
934,2019-08-16,2019,Good Boys,Comedy,Live Action,Contemporary Fiction,20000000,83140306,28033047,111173353,August
935,2019-06-14,2019,Men in Black: International,Adventure,Animation/Live Action,Science Fiction,110000000,80001807,173018657,253020464,June
936,2019-06-26,2019,Annabelle Comes Home,Horror,Live Action,Contemporary Fiction,27000000,74152591,154364522,228517113,June
937,2019-06-28,2019,Yesterday,Romantic Comedy,Live Action,Contemporary Fiction,0,73286650,79821997,153108647,June
938,2019-03-01,2019,Tyler Perryâs A Madea Family Funeral,Comedy,Live Action,Contemporary Fiction,20000000,73257045,1524954,74781999,March
939,2019-10-18,2019,Zombieland: Double Tap,Comedy,Live Action,Contemporary Fiction,48000000,73118130,49147888,122266018,October
940,2019-08-23,2019,Angel Has Fallen,Thriller/Suspense,Live Action,Contemporary Fiction,40000000,69030436,64335016,133365452,August
941,2019-08-09,2019,Scary Stories to Tell in the Dark,Horror,Live Action,Historical Fiction,28000000,68947075,26660285,95607360,August
942,2019-12-25,2019,Spies in Disguise,Adventure,Digital Animation,Kids Fiction,100000000,66757013,98492808,165249821,December
943,2019-06-07,2019,Dark Phoenix,Action,Live Action,Super Hero,200000000,65845974,180510921,246356895,June
944,2019-11-01,2019,Terminator: Dark Fate,Action,Animation/Live Action,Science Fiction,185000000,62253077,188119290,250372367,November
945,2019-11-22,2019,A Beautiful Day in the Neighborhood,Drama,Live Action,Dramatization,45000000,61696436,6709902,68406338,November
946,2019-09-27,2019,Abominable,Adventure,Digital Animation,Kids Fiction,75000000,60716390,127170053,187886443,September
947,2019-08-09,2019,Dora and the Lost City of Gold,Adventure,Live Action,Kids Fiction,49000000,60477943,56941174,117419117,August
948,2019-01-04,2019,Escape Room,Horror,Live Action,Contemporary Fiction,9000000,57000756,98312322,155313078,January
949,2019-11-08,2019,Midway,Action,Live Action,Dramatization,100000000,56846802,69201195,126047997,November
950,2019-04-19,2019,The Curse of La Llorona,Horror,Live Action,Contemporary Fiction,9000000,54733739,66927656,121661395,April
951,2019-04-05,2019,Pet Sematary,Horror,Live Action,Contemporary Fiction,21000000,54724696,54776450,109501146,April
952,2019-02-08,2019,What Men Want,Comedy,Live Action,Contemporary Fiction,20000000,54611903,15300000,69911903,February
953,2019-10-11,2019,Gisaengchung,Drama,Live Action,Contemporary Fiction,11800000,53369745,201334133,254703878,October
954,2019-09-20,2019,Ad Astra,Thriller/Suspense,Live Action,Science Fiction,80000000,50188370,85243649,135432019,September
955,2019-12-13,2019,Uncut Gems,Thriller/Suspense,Live Action,Contemporary Fiction,0,50023780,0,50023780,December
956,2019-02-13,2019,Isnât it Romantic,Romantic Comedy,Live Action,Contemporary Fiction,31000000,48791187,0,48791187,February
957,2019-10-11,2019,Gemini Man,Action,Animation/Live Action,Science Fiction,140000000,48546770,118076935,166623705,October
958,2019-05-31,2019,MA,Horror,Live Action,Contemporary Fiction,5000000,45896028,15253725,61149753,May
959,2019-03-15,2019,Five Feet Apart,Drama,Live Action,Contemporary Fiction,7000000,45729221,45783890,91513111,March
